ID;name;description;brand;price;currency;quantityInStock;categoryID;supplierID;firstReleaseDate;isActive
8d5f2c6e-4a9b-4b8e-9f7e-1c6e3b7f5d0a;Travel Pillow;Memory foam travel pillow;RestEasy;24.99;USD;100;ba7d9c60-6c4a-4b22-b660-53987c8eaf37;5d5b7c2b-31b2-4c66-9d8f-95a4d46e6b23;2024-02-15;true
8d9c5b3e-7f2a-4b8e-9c3d-6e8f7b0c5e1d;Winter Coat;Insulated winter coat;WarmWear;179.99;CHF;75;baf93f4a-f5e3-4a1b-9ec7-8e79b5b22c84;d8450bcb-f1b2-4a5e-8d40-d9ffac3f57e2;2024-03-30;true
9c8b1d3e-5a6b-4c9d-9f7e-1b8c5e9b0c7a;Gaming Console;Next-generation gaming console;PlayMaster;399.99;USD;55;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;5e8d83d3-8db1-4d5e-b8d2-cd7e93a62b43;2024-02-01;true
a0c2d7e1-5b8e-4a7e-a8c2-f4d3e7b8e9d2;Eco-Friendly Backpack;Durable and sustainable backpack;EcoGear;49.99;EUR;90;b6d4c4ae-63b7-4f07-9cb0-0d87b2e8c5a6;62e7dc77-07e0-4a64-9c72-88167a1a0e64;2024-03-10;true
a1c5d6e-7f8a-4b8e-9c3e-1b5c8e9b0f0a;Smartwatch;Multi-functional smartwatch;TimeLink;199.99;USD;80;a9a6d053-8bde-44c2-bf5b-2f83a6a89c0a;7d5f4ac1-1dc6-438f-bc8c-9c0b51c873a7;2024-03-10;true
a2e3f8d7-4c9b-4b1d-9f2e-3c8b7e9d0f6a;Yoga Mat;High-density foam yoga mat;StretchPro;29.99;USD;100;cd5d83bc-29f4-43d4-bb62-cae5c074ce3e;c812f026-5a1e-4d8c-b1e2-f4f1a3e476ba;2024-04-15;true
a3d5e7f1-6b9d-4f8e-9c3d-1b5c7e9b0f0a;Electric Grill;Indoor electric grill;GrillMaster;179.99;USD;55;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;7d5f4ac1-1dc6-438f-bc8c-9c0b51c873a7;2024-02-20;true
a4c9b5d6-8f7e-4a9b-9c3d-2e4e8d0c5f7a;Blender;High-power kitchen blender;SmoothMix;129.99;USD;60;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;a5e0c0f0-bfc6-4c15-9b65-ef6dc7c81a2d;2024-02-10;true
a5c9d8e1-6b4d-4c8e-9c3d-1b5c7e9b0f0a;Air Fryer;Healthy air fryer;CookMaster;159.99;USD;70;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;f4b0a1e1-3d0e-4a90-8a56-3b7e8f8c9c2d;2024-03-10;true
a6c8d9e7-5b4d-4c9e-9f3e-1b8e7f0c5e7a;Gaming Mouse;High-precision gaming mouse;GamePro;59.99;USD;110;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;d8450bcb-f1b2-4a5e-8d40-d9ffac3f57e2;2024-02-25;true
a7c9e3b6-2f9a-4d8e-9c3d-1b5c7e9b0f0a;Slow Cooker;Programmable slow cooker;CookEasy;99.99;USD;70;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;8e5b1f1a-cbfa-4f7d-b2dc-8a34eac6c1a5;2024-01-20;true
a7c9e4b8-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Camping Stove;Portable camping stove;OutdoorChef;89.99;USD;50;6d89d239-f9ec-4eae-94f1-1b93d5f6b9c3;7d5f4ac1-1dc6-438f-bc8c-9c0b51c873a7;2024-03-25;true
a7c9e6b1-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Electric Blanket;Heated electric blanket;WarmUp;89.99;USD;70;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-02-10;true
a7d8e1f2-4c9a-4b8e-9c3d-1b5c7e9b0f0a;Electric Toothbrush;Rechargeable electric toothbrush;BrightSmile;79.99;USD;110;cd5d83bc-29f4-43d4-bb62-cae5c074ce3e;5d5b7c2b-31b2-4c66-9d8f-95a4d46e6b23;2024-02-22;true
a8b7e1d2-5c9a-4b6e-9f0b-3d8e9f2c7f5a;Wristwatch;Elegant wristwatch with leather strap;TimePiece;199.99;USD;85;a9a6d053-8bde-44c2-bf5b-2f83a6a89c0a;7d5f4ac1-1dc6-438f-bc8c-9c0b51c873a7;2024-02-10;true
a8d7b9e4-6f9a-4b8e-9c3d-1b5c7e9b0f0a;Digital Thermometer;Instant-read digital thermometer;ThermoCheck;29.99;USD;120;9e372b2e-682e-42c4-8a7e-4d8f7c72c8d5;2c5a6d7b-8f8a-4b9a-b2c6-f2b9d4e3f8d7;2024-02-20;true
a8d7e4c2-2b9d-4f6d-a1e7-5e4b7f1a0a2b;Digital Camera;High-resolution digital camera;SnapShot;549.99;USD;40;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-02-20;true
a9d8e6c4-4f9a-4d6e-9c3d-1b5c7e9b0f0a;Sous Vide Machine;Precision sous vide machine;CookTech;159.99;USD;50;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;8e5b1f1a-cbfa-4f7d-b2dc-8a34eac6c1a5;2024-03-05;true
b2e9c8d7-4a5e-4b8e-9c3d-1b5c7e9b0f0a;Yoga Mat;Eco-friendly yoga mat;FitFlex;39.99;USD;100;cd5d83bc-29f4-43d4-bb62-cae5c074ce3e;a4e327d6-54d8-4f1b-90ef-5402dc017930;2024-03-05;true
b6d4c8e9-5a2b-4c3d-9b7e-1c8e9f7b2c3d;Wall Art;Abstract wall art for living rooms;Artistry;69.99;EUR;90;e1e29d9b-6a92-43c5-b10d-fc6d62c6c9b7;f4a5d2e8-7e9c-4b7d-9c5a-4e0b6d9c2f8a;2024-03-05;true
b7a1e8c9-5d2b-4b8e-9c0e-1f7b9d6c3f5a;Designer Sunglasses;High-fashion sunglasses;SunStyle;149.99;GBP;80;dbe6d295-73a8-41f4-b4e4-1d9d6f8e5a53;f4b0a1e1-3d0e-4a90-8a56-3b7e8f8c9c2d;2024-01-10;true
b7c5d9e8-4f9a-4b8e-9c3e-1b8e8f0c5e1d;Portable Heater;Compact portable heater;HeatWave;89.99;USD;95;dbe6d295-73a8-41f4-b4e4-1d9d6f8e5a53;a4e327d6-54d8-4f1b-90ef-5402dc017930;2024-01-30;true
b7d5c2e8-8d9a-4b6b-8f5d-6e9d2f8c7d0b;Portable Grill;Compact outdoor grill;GrillMaster;149.99;CAD;55;0a5e57f8-79a2-4df4-a9a5-028d0b3e7c43;d8450bcb-f1b2-4a5e-8d40-d9ffac3f57e2;2024-03-25;true
b7e9d8c1-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Ice Cream Maker;Automatic ice cream maker;FreezeFun;159.99;USD;35;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-03-12;true
b8a6e1f5-93d1-4f6b-a12b-65f9e6a5d9e1;Leather Jacket;Genuine leather jacket in various sizes;UrbanWear;299.99;GBP;60;baf93f4a-f5e3-4a1b-9ec7-8e79b5b22c84;8e5b1f1a-cbfa-4f7d-b2dc-8a34eac6c1a5;2024-04-10;true
b8d9e7c1-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Cookware Set;10-piece cookware set;ChefMaster;249.99;USD;45;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;5b6e8d44-8d21-42f7-88d3-bf2b7e9f6cda;2024-01-30;true
b9c8e6d7-4f8e-4b9d-9c3e-1b5c7e9b0e0a;Smart Speaker;Voice-activated smart speaker;EchoTech;149.99;USD;80;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;5d5b7c2b-31b2-4c66-9d8f-95a4d46e6b23;2024-03-08;true
b9d8e6c7-4b9a-4f8e-9c3d-1b5c7e9b0f0a;Portable Heater;Compact portable heater;HeatWave;79.99;USD;85;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-03-15;true
c2d4e5b8-9a6d-4f8e-9c3d-1b5c7e9b0f0a;Digital Scale;High-precision digital scale;AccuWeigh;29.99;USD;100;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;5b6e8d44-8d21-42f7-88d3-bf2b7e9f6cda;2024-01-10;true
c5b4e9f2-6b8e-4d2a-9c3f-7d8e9b0c5e1d;Novelty Mug;Customizable ceramic coffee mug;Drinkware;12.99;GBP;200;18cf5a6b-f6d6-4c42-bcbb-4c86b3d7f40b;5b6e8d44-8d21-42f7-88d3-bf2b7e9f6cda;2024-04-05;true
c6d3e5b7-8f9a-4b6b-9e3d-2f5e9b0c5e1d;Hiking Boots;Durable hiking boots;TrailGear;129.99;USD;75;6d89d239-f9ec-4eae-94f1-1b93d5f6b9c3;d8450bcb-f1b2-4a5e-8d40-d9ffac3f57e2;2024-04-05;true
c7d9e8f6-4b9a-4f8e-9c3d-1b5c7e9b0f0a;Cordless Vacuum;High-power cordless vacuum;CleanSweep;299.99;USD;50;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-01-20;true
c7e8d9b6-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Outdoor Grill;Large outdoor gas grill;GrillMaster;349.99;USD;20;0a5e57f8-79a2-4df4-a9a5-028d0b3e7c43;7d5f4ac1-1dc6-438f-bc8c-9c0b51c873a7;2024-03-05;true
c7e9d8b6-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Food Processor;Versatile food processor;ChopMaster;199.99;USD;60;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;8e5b1f1a-cbfa-4f7d-b2dc-8a34eac6c1a5;2024-01-28;true
c7e9f2b6-4c9a-4b8e-9d3b-1b5c7e9b0f0a;Bluetooth Speaker;Portable wireless Bluetooth speaker;SoundWave;89.99;USD;80;6d89d239-f9ec-4eae-94f1-1b93d5f6b9c3;5b6e8d44-8d21-42f7-88d3-bf2b7e9f6cda;2024-02-10;true
c8e9d7b6-5b4d-4c8e-9c3d-1b5c7e9b0f0a;Sunglasses;Polarized sunglasses;ShadeMaster;89.99;USD;120;baf93f4a-f5e3-4a1b-9ec7-8e79b5b22c84;2d71b235-9b45-4f71-98d6-efc91b0b0f88;2024-02-15;true
c9b8e7d6-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Travel Backpack;Durable travel backpack;NomadGear;129.99;USD;70;6d89d239-f9ec-4eae-94f1-1b93d5f6b9c3;5b6e8d44-8d21-42f7-88d3-bf2b7e9f6cda;2024-02-20;true
d2e8a3f9-4c7e-4b8e-9c3d-1b5c6d9e8f0a;Ergonomic Chair;Adjustable ergonomic chair;ComfortSeat;229.99;USD;60;e1e29d9b-6a92-43c5-b10d-fc6d62c6c9b7;5d5b7c2b-31b2-4c66-9d8f-95a4d46e6b23;2024-01-25;true
d6b9e8e4-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Electric Fan;Quiet oscillating fan;CoolBreeze;49.99;USD;115;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;8e5b1f1a-cbfa-4f7d-b2dc-8a34eac6c1a5;2024-03-10;true
d7a8b5e1-6d4e-4b8f-9c7e-2f1e8d0c9e5a;Gaming Laptop;High-performance gaming laptop;UltraGaming;1299.99;USD;30;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;7d5f4ac1-1dc6-438f-bc8c-9c0b51c873a7;2024-03-01;true
d7c4e2f8-6f8b-4d7e-bf5b-d0c3e8d7f2e3;Children's Puzzle;1000-piece jigsaw puzzle;PuzzleMasters;24.99;CAD;150;b1242d46-6b3b-4c94-a82e-22b2d088b021;2c71b236-8c6f-4b78-9a47-905ff9c3b779;2024-02-15;true
d8c6f3e2-1b8a-4b2d-a8e4-7b9e3d2c8f5a;Desk Lamp;Adjustable LED desk lamp;BrightLight;34.99;USD;110;18cf5a6b-f6d6-4c42-bcbb-4c86b3d7f40b;c8f7a945-5a92-4d64-9d47-cd0b4fc6d2a7;2024-01-20;true
d8e6c7b9-4a5d-4b8e-9c3d-1b5c7e9b0f0a;Stand Mixer;High-performance stand mixer;MixMaster;199.99;USD;45;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;5d5b7c2b-31b2-4c66-9d8f-95a4d46e6b23;2024-01-25;true
d9b8e7c3-4f9a-4d6e-9c3d-1b5c7e9b0f0a;Robot Vacuum;Smart robotic vacuum cleaner;CleanSweep;299.99;USD;55;6d89d239-f9ec-4eae-94f1-1b93d5f6b9c3;8e5b1f1a-cbfa-4f7d-b2dc-8a34eac6c1a5;2024-01-15;true
e1a2b8c9-5b4d-4c9e-9c7e-1b8e7f0c5e6a;Digital Thermometer;High-accuracy digital thermometer;TempSense;19.99;USD;140;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;f4b0a1e1-3d0e-4a90-8a56-3b7e8f8c9c2d;2024-01-30;true
e5a9b6d2-4b8d-4a2d-9f3e-1c6e8b7f9c0d;Coffee Maker;Programmable coffee maker;BrewMaster;59.99;USD;120;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;f4b0a1e1-3d0e-4a90-8a56-3b7e8f8c9c2d;2024-02-28;true
e6b9d8e4-1c7b-4f8e-9c3d-1b5c7e9b0e7a;Electric Kettle;Fast-boil electric kettle;QuickHeat;39.99;USD;110;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;a4e327d6-54d8-4f1b-90ef-5402dc017930;2024-02-05;true
e8a7b5d6-4f9a-4b1d-9c2e-6f3e8b7c5d8e;Bluetooth Speaker;Portable Bluetooth speaker;SoundWave;89.99;USD;100;cd5d83bc-29f4-43d4-bb62-cae5c074ce3e;7d5f4ac1-1dc6-438f-bc8c-9c0b51c873a7;2024-01-10;true
e8b7d1c5-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Portable Air Conditioner;Compact portable air conditioner;CoolBreeze;349.99;USD;45;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-03-20;true
e8c9b6d1-4f9a-4b8e-9c3d-1b5c7e9b0f0a;Sewing Machine;Automatic sewing machine;SewPro;229.99;USD;40;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-03-25;true
e8d9c5b1-4f9a-4d8e-9c3d-1b5c7e9b0f0a;Cordless Drill;High-torque cordless drill;PowerDrill;149.99;USD;55;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;5b6e8d44-8d21-42f7-88d3-bf2b7e9f6cda;2024-03-01;true
e9a7b6d5-5a9c-4b8e-9c7e-1b8e9f2c6d0a;Electric Fan;Adjustable electric fan;CoolBreeze;49.99;USD;120;dbe6d295-73a8-41f4-b4e4-1d9d6f8e5a53;5d5b7c2b-31b2-4c66-9d8f-95a4d46e6b23;2024-03-25;true
e9f8d2b7-8c9a-4d6e-8f3b-2d6c7e9b0f0a;Electric Kettle;Fast-boil electric kettle;HeatWave;59.99;USD;100;2e1e9c8c-d35e-4c18-98f5-2c8d9b2e94e4;9d6e0c3b-1c7b-4d7a-b9e0-1d5c5e7a8b7e;2024-01-10;true
f5e1d2b3-9b6c-4a7e-9f3e-2b8c5d6e7f1d;Digital Camera;High-resolution digital camera;PicMaster;499.99;USD;50;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;5e8d83d3-8db1-4d5e-b8d2-cd7e93a62b43;2024-03-30;true
f6b3a2e9-5d2b-4e8b-b6d1-d9e5b8f7c3d9;Treadmill 3000;Home treadmill with heart rate monitor;FitLife;599.99;AUD;40;cd5d83bc-29f4-43d4-bb62-cae5c074ce3e;d0e9f7c3-2d1e-4b8b-9e1f-3b5c9d6a1e2f;2024-01-25;true
f6b8e9d2-5a9b-4b7a-9c0d-3b7e6f5a9c2d;Guitar;Acoustic guitar with case;MusicWorld;249.99;USD;50;f2ac78d9-8d55-4ed4-8f8c-3f708a52d0e2;5b6e8d44-8d21-42f7-88d3-bf2b7e9f6cda;2024-02-10;true
f9b2c6e7-5a8d-4b9a-9d3e-7c8e9b0c5e6a;Electric Kettle;Fast-boiling electric kettle;QuickHeat;49.99;USD;130;dbe6d295-73a8-41f4-b4e4-1d9d6f8e5a53;f4b0a1e1-3d0e-4a90-8a56-3b7e8f8c9c2d;2024-02-22;true
902a6c3f-b4dc-469a-b00c-0b142dc47ffa;Smart Thermostat;Wi-Fi enabled smart thermostat;EcoHome;249.99;USD;50;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;c67e3407-f3d2-4e29-9e4c-cf6f30db99b0;2024-06-01;true
d6a1c1fb-47bf-452a-8ea1-739c562015b7;Wireless Earbuds;Noise-cancelling wireless earbuds;SoundMate;99.99;CAD;100;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;2c71b236-8c6f-4b78-9a47-905ff9c3b779;2024-05-20;true
841ce6c2-29fe-430a-b7a2-7db86207b82f;Electric Scooter;Eco-friendly electric scooter;RidePro;699.99;EUR;30;cd5d83bc-29f4-43d4-bb62-cae5c074ce3e;8fa9d70d-1859-4e02-8e1f-f768d8d1e7a2;2024-07-10;true
0b708b08-df9e-4fc5-a2e4-460e2e66f19f;High-Pressure Washer;Portable electric pressure washer;CleanJet;189.99;USD;40;dbe6d295-73a8-41f4-b4e4-1d9d6f8e5a53;f4f91d4b-46f0-4f9a-a61a-cd7cb7593c6d;2024-08-01;true
d138fd7d-e522-495a-95f1-875cedf09c0f;Electric Skateboard;Battery-powered skateboard;BoardRider;349.99;JPY;20;cd5d83bc-29f4-43d4-bb62-cae5c074ce3e;7ab90843-9a63-4d15-91a2-7c7481c889c5;2024-06-15;true
4cba6462-c6ed-4f11-8a07-12694c61571e;Smart Door Lock;Bluetooth-enabled smart lock;SecureHome;159.99;USD;60;e6b34e4d-9290-4b98-9b3b-4b4fba9e63d4;d8450bcb-f1b2-4a5e-8d40-d9ffac3f57e2;2024-06-30;true
751e01d3-1034-4338-b50a-999e68fe7112;Portable Generator;Compact gas-powered generator;PowerTech;499.99;MXN;25;dbe6d295-73a8-41f4-b4e4-1d9d6f8e5a53;a9c9b04f-84b8-4c4a-9f3e-92b7d4f9d8f0;2024-07-01;true
